CODCP_INEI,CODCCPP,CEN_POB,CODGEO,D_DPTO,D_PROV,D_DIST,D_REGION,REGION
201050001,129688,CENTENARIO,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010001,114517,HUARUPAMPA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,610619,LA SOLEDAD,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050064,124291,MARIAN,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050080,234062,ACOPAMPA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010001,114517,HUARAZ,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,558358,VILLON ALTO,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050071,130114,UNCHUS,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050001,129688,SHANCAYAN,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,228103,MONTERREY,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050061,568874,LLUPA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010008,246840,COILLOR / KEROPAMPA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050028,115983,UQUIA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050048,120316,HUANCHAC,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,566185,ACOVICHAY,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010072,124298,HUALLCOR,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010088,130556,HUAMARIN,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050029,125150,PARIA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050009,110271,CHONTAYOC,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050001,129688,VICHAY,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,126450,PEDREGAL,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,560985,SAN FRANCISCO,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050001,129688,PALMIRA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,121143,VICHAY,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,566185,INDEPENDENCIA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050059,215082,PICUT / PICUP,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050075,225301,COCHAC,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050066,542415,PACCHA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050118,115459,CURHUAS,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050060,116438,RIVAS,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050070,222967,CANTU,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050037,548784,JINUA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,533462,LOS PINOS,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050020,244640,MATCOR,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050027,111339,MARCAC,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050057,514003,PONGOR,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050013,114451,SECSEPAMPA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050030,110836,CHEQUIO,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050011,221005,ACLLA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050008,235880,SAN MIGUEL DE TINYASH,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050034,118879,SHECTA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050015,614545,OCSHARUTUNA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010048,518353,SAN NICOLAS,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010078,239851,JAUNA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010101,234352,SANTA CATALINA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010059,241635,SHANSHA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010039,116759,TOCLLA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050084,236952,ATIPAYAN,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010053,236929,CHILCA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010071,127557,SANTA CRUZ,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010178,117499,QUESHCA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010090,559531,COLLCAPAMPA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010107,123875,CUTACANCHA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010049,526547,YANACOSHCA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,125582,ICHOCA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050078,124452,MITUCRO,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050073,219842,QUENUAYOC,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050090,220130,CANSHAN,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,114674,TACLLAN,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010013,535347,JANCU,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010047,131096,HACIENDA PURUCUTA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050092,566425,HUAUYAHUILLCA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010062,245919,SAN PEDRO,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201080005,525491,MASHUAN / SAN CRISTOBAL DE MASHUAN,20108,ANCASH,HUARAZ,OLLEROS,DRE ANCASH,ANCASH
201050007,115904,CHURAP,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050014,113183,CHICNEY,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050001,129688,NICRUPAMPA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050076,549088,CASHACANCHA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050081,521912,CHINCAY,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050053,618118,YARUSH,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050024,133219,SAN MIGUEL DE RECRESH,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050006,549491,CARIANPAMPA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010034,235475,PURUSH,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010098,522447,SAN CRISTOBALL DE CHAMANAYOC,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010093,652492,PROGRESO,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201120008,516753,SHINUA,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201080019,527885,HUARIPAMPA,20108,ANCASH,HUARAZ,OLLEROS,DRE ANCASH,ANCASH
201010037,132223,MACASHCA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201020001,128944,COCHABAMBA,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201020004,111142,MIRAMAR,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201020023,114804,PUMA PUCLLANAM,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201020019,122764,PACHE,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201020032,115685,PALLAC,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201020064,224985,CHIPRE,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201020026,120201,UPACOTO,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201020022,521681,CUNCO,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201030001,131357,COLCABAMBA,20103,ANCASH,HUARAZ,COLCABAMBA,DRE ANCASH,ANCASH
201060001,123301,JANGAS,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201060005,129471,JAHUA,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201060037,131095,HUANJA,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201060012,119163,ATUPA,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201060014,226780,MATAQUITA,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201060013,241686,MARENIYOC,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201060007,112271,CHAQUECYACO,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201060016,652488,CAHUISH,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201120002,540668,JIUYA,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201120011,512037,URUS / URUSPAMPA,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201070001,127680,CAJAMARQUILLA,20107,ANCASH,HUARAZ,LA LIBERTAD,DRE ANCASH,ANCASH
201070041,121549,CHULLOC,20107,ANCASH,HUARAZ,LA LIBERTAD,DRE ANCASH,ANCASH
201070012,116283,ARCASH,20107,ANCASH,HUARAZ,LA LIBERTAD,DRE ANCASH,ANCASH
201070025,131621,HUELLAP,20107,ANCASH,HUARAZ,LA LIBERTAD,DRE ANCASH,ANCASH
201070044,111380,SHIPASH HUAIN,20107,ANCASH,HUARAZ,LA LIBERTAD,DRE ANCASH,ANCASH
201060004,510985,LLUNCO,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201080008,115410,ACO,20108,ANCASH,HUARAZ,OLLEROS,DRE ANCASH,ANCASH
201080006,540506,SAN CRISTOBAL DE YUPANAPAMPA,20108,ANCASH,HUARAZ,OLLEROS,DRE ANCASH,ANCASH
201080001,128663,OLLEROS,20108,ANCASH,HUARAZ,OLLEROS,DRE ANCASH,ANCASH
201080009,126097,TAYAPAMPA,20108,ANCASH,HUARAZ,OLLEROS,DRE ANCASH,ANCASH
201080007,116598,LLOCLLA,20108,ANCASH,HUARAZ,OLLEROS,DRE ANCASH,ANCASH
201090001,129119,PAMPAS GRANDE,20109,ANCASH,HUARAZ,PAMPAS GRANDE,DRE ANCASH,ANCASH
201090018,229726,CULLASH,20109,ANCASH,HUARAZ,PAMPAS GRANDE,DRE ANCASH,ANCASH
201090047,127136,SHANCAC,20109,ANCASH,HUARAZ,PAMPAS GRANDE,DRE ANCASH,ANCASH
201090033,122754,LA VICTORIA,20109,ANCASH,HUARAZ,PAMPAS GRANDE,DRE ANCASH,ANCASH
201090090,113430,CHORRILLOS,20109,ANCASH,HUARAZ,PAMPAS GRANDE,DRE ANCASH,ANCASH
201090098,130408,SAN JUAN,20109,ANCASH,HUARAZ,PAMPAS GRANDE,DRE ANCASH,ANCASH
201090044,124679,HUANLLA,20109,ANCASH,HUARAZ,PAMPAS GRANDE,DRE ANCASH,ANCASH
201090005,517958,VINCHOTA,20109,ANCASH,HUARAZ,PAMPAS GRANDE,DRE ANCASH,ANCASH
201100001,126558,PARIACOTO,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100006,112112,RACRAO / SAN CRISTOBAL DE RACRAO,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100013,124954,VITOCA,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100031,225298,MARCOCANCHA,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100028,542907,FORTALEZA,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100020,125625,PAMPAN,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100022,113690,RURASHCA,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
208040053,537487,31 DE MAYO,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100023,515978,RAPOYA,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100021,540268,MARCOPAMPA,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201110001,111480,PIRA,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110051,128098,QUISHUAR,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110008,125695,SHINAN,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201100024,215653,CACCHAN,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201110020,128827,JIRAC,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110017,132719,LLANCA,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110035,113162,MANTUAS,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110013,129003,TINCO,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110022,114645,YUPASH,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110012,539013,SANTA CRUZ,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110027,128487,QUITAFLOR,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110011,126998,CANTU,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110036,110214,YURACCANCHA,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110045,121927,CALLANCA,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201110034,542819,SAN JUAN DE MAQUI,20111,ANCASH,HUARAZ,PIRA,DRE ANCASH,ANCASH
201120001,122130,TARICA,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201120019,110565,PALTAY / PALTAYPAMPA,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201050002,126948,CHAVIN,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201120031,132801,QUILLASH,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201120026,526566,UCHUYACO,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201120021,122821,LUCMA,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201120010,520910,COLLON,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201120004,227138,PASHPA,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201100032,549924,NUEVA ESPERANZA,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201100025,124105,CHACAL,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
201020037,131764,HUANCHUY,20102,ANCASH,HUARAZ,COCHABAMBA,DRE ANCASH,ANCASH
201010002,530344,PAQUISHCA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201100026,536626,QUIRIMPA,20110,ANCASH,HUARAZ,PARIACOTO,DRE ANCASH,ANCASH
,121460,NINAPUCRO,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,555322,NICRUPAMPA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,128621,PALMIRA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010001,114517,NICRUPAMPA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,560985,ANTONIO RAIMONDI,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,567167,HUARAZ,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050001,129688,CENTENARIO,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201120027,570805,BUENOS AIRES,20112,ANCASH,HUARAZ,TARICA,DRE ANCASH,ANCASH
201010118,547358,CANCHANCANCHA / CASHACANCHA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,553271,HUACHENCA,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201050001,129688,HUARAZ,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,NA,JECANCA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050005,131078,SAN JUAN DE PISCO,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010100,214844,HUANTUMEY,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010157,130044,BELLAVISTA,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
,235662,CAYAS,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201060025,131304,HUANTALLON,20106,ANCASH,HUARAZ,JANGAS,DRE ANCASH,ANCASH
201080014,114333,AMBEY,20108,ANCASH,HUARAZ,OLLEROS,DRE ANCASH,ANCASH
,567167,BELEN,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201050064,124291,HUANCHAC,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
,567167,SAN FRANCISCO,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201040057,110234,COLTUS,20104,ANCASH,HUARAZ,HUANCHAY,DRE ANCASH,ANCASH
,610619,SAN FRANCISCO,20101,ANCASH,HUARAZ,HUARAZ,DRE ANCASH,ANCASH
201010001,114517,CENTENARIO,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201010001,114517,VICHAY,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
201050001,129688,INDEPENDENCIA,20105,ANCASH,HUARAZ,INDEPENDENCIA,DRE ANCASH,ANCASH
202010001,128373,AIJA,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
202010034,118497,MALLQUI,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
202010007,620399,SAN FRANCISCO DE RURIMARAC,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
202010015,124090,LLANQUE,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
202010020,120585,ANQUILTA,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
202010014,518186,LLANQUIQUICHAN,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
202010030,511920,QUERUHURAN,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
,233602,MONCERRATE,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
202020001,117252,CORIS,20202,ANCASH,AIJA,CORIS,DRE ANCASH,ANCASH
201040066,127788,QUISHUAR,20202,ANCASH,AIJA,CORIS,DRE ANCASH,ANCASH
202020046,122954,VISTA ALEGRE / ÑINGUMPE,20202,ANCASH,AIJA,CORIS,DRE ANCASH,ANCASH
202020040,226117,HUELLAC,20202,ANCASH,AIJA,CORIS,DRE ANCASH,ANCASH
202020017,528996,ALMIZCLE,20202,ANCASH,AIJA,CORIS,DRE ANCASH,ANCASH
202020062,126899,HACIENDA SAN DAMIAN,20202,ANCASH,AIJA,CORIS,DRE ANCASH,ANCASH
202020042,238228,MARQUI,20202,ANCASH,AIJA,CORIS,DRE ANCASH,ANCASH
202030001,123070,HUACLLAN,20203,ANCASH,AIJA,HUACLLAN,DRE ANCASH,ANCASH
202030004,113642,SAN ISIDRO,20203,ANCASH,AIJA,HUACLLAN,DRE ANCASH,ANCASH
202040001,130853,LA MERCED,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202040062,128354,LA TRINIDAD,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202040030,132355,MALLAKAYAN / MALLUCALLAN,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202040014,121180,SANTA CRUZ DE RUREK,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202040047,126835,CARMEN,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202040043,123415,SAN ILDEFONSO,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202040013,129394,HUACHON,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202040024,110711,UYUCURAN,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202050001,123699,SUCCHA,20205,ANCASH,AIJA,SUCCHA,DRE ANCASH,ANCASH
202050009,110141,LLANQUISH,20205,ANCASH,AIJA,SUCCHA,DRE ANCASH,ANCASH
202050033,116338,PARAC,20205,ANCASH,AIJA,SUCCHA,DRE ANCASH,ANCASH
202050002,124664,COLCA,20205,ANCASH,AIJA,SUCCHA,DRE ANCASH,ANCASH
202040027,128044,HUACNA,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
,NA,CATZCAL,20202,ANCASH,AIJA,CORIS,DRE ANCASH,ANCASH
202010008,125468,MINAS HERCULES,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
202040020,115660,DOS DE MAYO,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
,221817,HUINAC,20204,ANCASH,AIJA,LA MERCED,DRE ANCASH,ANCASH
202010006,125568,YACTUN,20201,ANCASH,AIJA,AIJA,DRE ANCASH,ANCASH
203010001,129091,LLAMELLIN,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203040001,127239,CHINGAS,20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,DRE ANCASH,ANCASH
203030001,114437,CHACCHO,20303,ANCASH,ANTONIO RAYMONDI,CHACCHO,DRE ANCASH,ANCASH
203010016,110433,COTO,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203040011,113053,CHAHUARCON,20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,DRE ANCASH,ANCASH
203030009,116330,PAÑO,20303,ANCASH,ANTONIO RAYMONDI,CHACCHO,DRE ANCASH,ANCASH
203050001,121417,MIRGAS,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050050,112196,QUINHUARAGRA,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203010003,116329,MACCHAN,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203010036,117033,COLCABAMBA,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203030021,537595,VILLA SOLEDAD DE COCHA,20303,ANCASH,ANTONIO RAYMONDI,CHACCHO,DRE ANCASH,ANCASH
203030005,128675,JAROG,20303,ANCASH,ANTONIO RAYMONDI,CHACCHO,DRE ANCASH,ANCASH
203050005,241158,SAN JUAN DE PARAS,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050033,123647,SANTA ROSA DE CUCHO,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050031,116112,SAN FELIPE DE JAPIA,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050015,538440,SANTA CRUZ DE CASHASH,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050037,544916,SAN ANTONIO DE ACO,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050047,542801,SAN MARTIN DE PUNCA,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050003,115317,ESTRELLA DE ROMERAL,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050009,114455,VISTA ALEGRE DE ILLAURO,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203050040,556315,SAN ANTONIO DE POGOS,20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,DRE ANCASH,ANCASH
203010006,113396,SANTA ROSA DE CHOCOPAMPA,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203020001,115432,ACZO,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
203020020,214075,CHAMBARA,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
203020018,118762,CHOCCHI,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
203010037,116882,CHICRAIPUN,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,DRE ANCASH,ANCASH
203040025,113331,VILCABAMBA,20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,DRE ANCASH,ANCASH
203060019,125461,FLOR DE CANTU,20306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,DRE ANCASH,ANCASH
203020002,652496,SAN JOSE DE CANLLA,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
203020013,113374,CHACAS,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
203040039,127062,PACHACUYO,20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,DRE ANCASH,ANCASH
203020026,116382,YURACYACU,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
203060013,240575,SANTA CRUZ DE MIOPAMPA,20306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,DRE ANCASH,ANCASH
203060014,131048,ULTUPUQUIO,20306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,DRE ANCASH,ANCASH
203060001,113488,SAN JUAN DE RONTOY,20306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,DRE ANCASH,ANCASH
203020031,527578,SAN PEDRO DE UCHUPATA,20302,ANCASH,ANTONIO RAYMONDI,ACZO,DRE ANCASH,ANCASH
