CODCP_INEI,CODCCPP,CEN_POB,CODGEO,D_DPTO,D_PROV,D_DIST,D_REGION,REGION
2002040022,115832,LUCUMO,200208,PIURA,AYABACA,SAPILLICA,DRE PIURA,PIURA
,545779,PUERTA DE PILLO / CUESTA DE PILLO,200208,PIURA,AYABACA,SAPILLICA,DRE PIURA,PIURA
2002080068,212106,PALO BLANCO DE COLETAS,200208,PIURA,AYABACA,SAPILLICA,DRE PIURA,PIURA
,560335,ANDRES ARAUJO MORAN,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
905100032,124378,AMBATO VILLAMAYO,90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,DRE HUANCAVELICA,HUANCAVELICA
905100003,523078,PATALLACCTA,90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,DRE HUANCAVELICA,HUANCAVELICA
,240118,JARAJANCHA,90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,DRE HUANCAVELICA,HUANCAVELICA
905110027,561067,HUAYLLABAMBA,90502,HUANCAVELICA,CHURCAMPA,ANCO,DRE HUANCAVELICA,HUANCAVELICA
905030038,130022,SAN JUAN DE CHILCAPATA,90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,DRE HUANCAVELICA,HUANCAVELICA
905110013,610453,TRES DE MAYO DE PANTUYLLA,90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,DRE HUANCAVELICA,HUANCAVELICA
905100002,524769,HUAYRAPATA,90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,DRE HUANCAVELICA,HUANCAVELICA
2201010001,125282,AEROPUERTO,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,DRE SAN MARTIN,SAN MARTIN
906060064,130834,SAN MARTIN PACOMARCA,90606,HUANCAVELICA,HUAYTARA,OCOYO,DRE HUANCAVELICA,HUANCAVELICA
906050050,124944,PORONCCOCHA,90605,HUANCAVELICA,HUAYTARA,LARAMARCA,DRE HUANCAVELICA,HUANCAVELICA
,559501,2 DE FEBRERO,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,310802,9 DE OCTUBRE,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,213176,LA PEÑITA,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
607010112,653549,SAN JUAN SECTOR 8,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,DRE CAJAMARCA,CAJAMARCA
307030025,131302,CCOCHAHUACHI,30703,APURIMAC,GRAU,GAMARRA,DRE APURIMAC,APURIMAC
906070154,125963,SANTA ROSA CHAUPI,90607,HUANCAVELICA,HUAYTARA,PILPICHACA,DRE HUANCAVELICA,HUANCAVELICA
906100056,123828,PACCHA ALTO,90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,DRE HUANCAVELICA,HUANCAVELICA
906090016,517940,SANTA ROSA,90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,DRE HUANCAVELICA,HUANCAVELICA
906100007,533121,MINASCCASA,90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,DRE HUANCAVELICA,HUANCAVELICA
,568510,28 DE JULIO,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,558196,JOSE CARLOS MARIATEGUI,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,565671,LAS PALMERAS,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
2007010001,128366,SANCHEZ CERRO,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
2007020001,117727,CIUDAD DEL PESCADOR,200702,PIURA,TALARA,EL ALTO,DRE PIURA,PIURA
,559369,PILAR NORES DE GARCIA,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
2401010001,113264,LAS FLORES,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
2401010001,113264,FONAVI,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
2303010001,126474,VILLA LOCUMBA,230301,TACNA,JORGE BASADRE,LOCUMBA,DRE TACNA,TACNA
2303010001,126474,NUEVO LOCUMBA,230301,TACNA,JORGE BASADRE,LOCUMBA,DRE TACNA,TACNA
2303010028,651131,PAMPA SITAMA,230301,TACNA,JORGE BASADRE,LOCUMBA,DRE TACNA,TACNA
,NA,LA TAHONA BAJA,60703,CAJAMARCA,HUALGAYOC,HUALGAYOC,DRE CAJAMARCA,CAJAMARCA
906130114,115926,ANDAYMARCA,90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,DRE HUANCAVELICA,HUANCAVELICA
906130096,238410,SAN JOSE CUQUIA - APAS,90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,DRE HUANCAVELICA,HUANCAVELICA
906110022,236266,SAN PEDRO PUENTE,90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,DRE HUANCAVELICA,HUANCAVELICA
906130031,118980,SAN ISIDRO PUTCCA,90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,DRE HUANCAVELICA,HUANCAVELICA
,113492,BARRIO PRIMAVERA,200704,PIURA,TALARA,LOBITOS,DRE PIURA,PIURA
2007020001,117727,CASTRO POZO,200702,PIURA,TALARA,EL ALTO,DRE PIURA,PIURA
2401010001,113264,CIUDADELA NOE,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
906010017,124976,CHUQUIMARAN,90601,HUANCAVELICA,HUAYTARA,HUAYTARA,DRE HUANCAVELICA,HUANCAVELICA
906160011,119724,LIBERTADORES,90616,HUANCAVELICA,HUAYTARA,TAMBO,DRE HUANCAVELICA,HUANCAVELICA
906020028,118860,AMACCLLE,90602,HUANCAVELICA,HUAYTARA,AYAVI,DRE HUANCAVELICA,HUANCAVELICA
906020007,515581,HUATASCOCHA,90602,HUANCAVELICA,HUAYTARA,AYAVI,DRE HUANCAVELICA,HUANCAVELICA
808070007,122246,CUNCAJA,80807,CUSCO,ESPINAR,SUYCKUTAMBO,DRE CUSCO,CUSCO
808030095,241291,CHECCANI PUCARA,80803,CUSCO,ESPINAR,COPORAQUE,DRE CUSCO,CUSCO
808070003,121026,CHOQUEHUACRA,80807,CUSCO,ESPINAR,SUYCKUTAMBO,DRE CUSCO,CUSCO
808060025,130065,SANTO DOMINGO,80806,CUSCO,ESPINAR,PICHIGUA,DRE CUSCO,CUSCO
,562334,MARUJA SULLON,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
2007010001,128366,AA.HH 7 DE JUNIO,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,310823,LOS PINOS,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,552173,SANTA RITA,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,692660,EL PROGRESO,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
2401010001,113264,EL PROGRESO,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
2301010007,215393,CIUDAD DE DIOS,230101,TACNA,TACNA,TACNA,DRE TACNA,TACNA
2301090001,116178,LAS YARAS,230109,TACNA,TACNA,SAMA,DRE TACNA,TACNA
2301050001,112997,SAMA,230105,TACNA,TACNA,INCLAN,DRE TACNA,TACNA
1505110001,112898,PUEBLO NUEVO DE PACARAN,150511,LIMA,CAÑETE,PACARAN,DRE LIMA PROVINCIAS,LIMA PROVINCIAS
1505160002,115298,APOTORA,150516,LIMA,CAÑETE,ZUÑIGA,DRE LIMA PROVINCIAS,LIMA PROVINCIAS
,572561,SAN JUDAS TADEO,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,571955,LUCY DE VILLANUEVA,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,562064,LAS MERCEDES,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,565432,VILLA HERMOSA,200703,PIURA,TALARA,LA BREA,DRE PIURA,PIURA
2007030003,241645,LA BREA / SANTA LUCIA,200703,PIURA,TALARA,LA BREA,DRE PIURA,PIURA
2501040097,543149,TERCERA UNION,250104,UCAYALI,CORONEL PORTILLO,MASISEA,DRE UCAYALI,UCAYALI
2501040014,525917,SANTA ROSITA - ABUJAO,250104,UCAYALI,CORONEL PORTILLO,MASISEA,DRE UCAYALI,UCAYALI
,568670,ALAN GARCIA PEREZ,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,122212,LA DRAGA,200703,PIURA,TALARA,LA BREA,DRE PIURA,PIURA
,651162,SAN CRISTOBAL BAJO,200703,PIURA,TALARA,LA BREA,DRE PIURA,PIURA
,310876,CALETA SAN PABLO,200703,PIURA,TALARA,LA BREA,DRE PIURA,PIURA
2301100001,132814,CIUDAD DE PAZ,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,DRE TACNA,TACNA
2301100001,132814,JAIME YOSHIYAMA,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,DRE TACNA,TACNA
907110009,130004,QUILIHUAY,90711,HUANCAVELICA,TAYACAJA,PAZOS,DRE HUANCAVELICA,HUANCAVELICA
907020037,214896,ALALAY,90710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,DRE HUANCAVELICA,HUANCAVELICA
,554362,LAS MALVINAS,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
2401010001,113264,ALIPIO ROSALES,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
2401020006,111737,LOS CEDROS,240101,TUMBES,TUMBES,TUMBES,DRE TUMBES,TUMBES
2007030001,114992,MICAELA BASTIDAS,200703,PIURA,TALARA,LA BREA,DRE PIURA,PIURA
,310800,POPULAR,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
,235886,PARIÑAS,200701,PIURA,TALARA,PARIÑAS,DRE PIURA,PIURA
1005110032,517748,PARIASH,100511,HUANUCO,HUAMALIES,TANTAMAYO,DRE HUANUCO,HUANUCO
1005050073,626107,CHOCOPAMPA,100505,HUANUCO,HUAMALIES,JIRCAN,DRE HUANUCO,HUANUCO
1005110059,125065,CANCHAJIRCA,100511,HUANUCO,HUAMALIES,TANTAMAYO,DRE HUANUCO,HUANUCO
,652897,SAN FRANCISCO,100510,HUANUCO,HUAMALIES,SINGA,DRE HUANUCO,HUANUCO
,549248,ORGON,100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,DRE HUANUCO,HUANUCO
907070007,617102,VILLASOL,90702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,DRE HUANCAVELICA,HUANCAVELICA
907170018,132467,CAIMO,90717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,DRE HUANCAVELICA,HUANCAVELICA
,131765,PALCACUCHO,90702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,DRE HUANCAVELICA,HUANCAVELICA
2005050011,119854,BUENAVENTURA,200505,PIURA,PAITA,LA HUACA,DRE PIURA,PIURA
2005050004,548804,HACIENDA NOMARA,200505,PIURA,PAITA,LA HUACA,DRE PIURA,PIURA
2005050007,539324,31 DE OCTUBRE,200505,PIURA,PAITA,LA HUACA,DRE PIURA,PIURA
,538337,SECHURITA,200506,PIURA,PAITA,TAMARINDO,DRE PIURA,PIURA
907150014,122689,AMPURCO,90715,HUANCAVELICA,TAYACAJA,SALCAHUASI,DRE HUANCAVELICA,HUANCAVELICA
907160014,128432,SAN CRISTOBAL DE CHILCHE,90716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,DRE HUANCAVELICA,HUANCAVELICA
907160006,128718,SAN FRANCISCO DE PACCHAS,90716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,DRE HUANCAVELICA,HUANCAVELICA
907160012,122328,HUANQUILCA,90716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,DRE HUANCAVELICA,HUANCAVELICA
,569092,13 DE JULIO,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
,571686,SAN MARTIN ORIENTE,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
,131689,SAN MARTIN CENTRAL,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
,655380,SAN MARTIN DE OCCIDENTE,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
2005010001,110962,SAN PEDRO,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
,570259,SAN ISIDRO,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
2005010001,110962,8 DE JULIO,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
,562300,LAS MERCEDES,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
,552783,5 DE FEBRERO,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
,559701,LOS JAZMINES,200501,PIURA,PAITA,PAITA,DRE PIURA,PIURA
901190007,129190,HACIENDA MUQUI,90119,HUANCAVELICA,HUANCAVELICA,HUANDO,DRE HUANCAVELICA,HUANCAVELICA
901190002,122743,HACIENDA TAPANA,90119,HUANCAVELICA,HUANCAVELICA,HUANDO,DRE HUANCAVELICA,HUANCAVELICA
901050028,124929,JATUN CCASA / TOTORAJATUMPAMPA,90105,HUANCAVELICA,HUANCAVELICA,CUENCA,DRE HUANCAVELICA,HUANCAVELICA
901190005,111986,CHAJOMA,90119,HUANCAVELICA,HUANCAVELICA,HUANDO,DRE HUANCAVELICA,HUANCAVELICA
901080012,532982,QUICHUAS,90108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,DRE HUANCAVELICA,HUANCAVELICA
1601130001,122103,LOS GIRASOLES,160112,LORETO,MAYNAS,BELEN,DRE LORETO,LORETO
1601130001,122103,LAS AZUCENAS,160112,LORETO,MAYNAS,BELEN,DRE LORETO,LORETO
,NA,SAN PABLO DE LA LUZ,160112,LORETO,MAYNAS,BELEN,DRE LORETO,LORETO
,NA,PANTACHE,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170114,623747,SANTA RODA DE CHOPCCA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170064,131239,OCCOPATA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
906160011,119724,LIBERTADORES,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
,652811,FLORIDA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170008,123392,TOTORA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
,229200,CHUÑOPAMPA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170051,653226,CENTRO PACHACCLLA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170033,122450,ACCOCCASA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
,616488,DOS DE MAYO,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170031,513625,MATIPACANA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170073,653220,IZCUCUSANA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170014,532115,UCHCUS,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170053,130223,CHARHUACC,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170009,110737,CASTILLAPATA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170115,621840,CCOLPACCASA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
,623558,CCOLPACUCHO,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170028,625293,HUAYLLAPAMPA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170036,539238,MOSOCCANCHA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170048,543236,ANEXO OCCERUMI,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
901170007,516175,ANEXO CCEROCANCHA,90117,HUANCAVELICA,HUANCAVELICA,YAULI,DRE HUANCAVELICA,HUANCAVELICA
,554547,SAN LUIS,150134,LIMA,LIMA,SAN LUIS,DRE LIMA METROPOLITANA,LIMA METROPOLITANA
,683195,BARRIO EL ARENAL,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,DRE UCAYALI,UCAYALI
,229187,NOGAL,200201,PIURA,AYABACA,AYABACA,DRE PIURA,PIURA
2002010093,212506,SUYUPAMPA,200201,PIURA,AYABACA,AYABACA,DRE PIURA,PIURA
2002010239,534098,SAUCE BAJO,200201,PIURA,AYABACA,AYABACA,DRE PIURA,PIURA
2002010001,113005,PUEBLO LIBRE,200201,PIURA,AYABACA,AYABACA,DRE PIURA,PIURA
2002090001,126763,SICCHES,200209,PIURA,AYABACA,SICCHEZ,DRE PIURA,PIURA
1901130001,119366,PP. JJ COLUNMA PASCO,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
1901100043,242758,CHUNCANA,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
1901130001,119366,YANACANCHA ANTIGUA,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
,131518,SAN JUAN PAMPA,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
,613242,PARIACANCHA,190106,PASCO,PASCO,PALLANCHACRA,DRE PASCO,PASCO
1901080001,123266,YARUSYACAN,190108,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,DRE PASCO,PASCO
,NA,HUANCAMACHAY,120203,JUNIN,CONCEPCION,ANDAMARCA,DRE JUNIN,JUNIN
,111468,EL TAMBO,120808,JUNIN,YAULI,SANTA ROSA DE SACCO,DRE JUNIN,JUNIN
2002010079,132411,HACIENDA ASIAYACA,200201,PIURA,AYABACA,AYABACA,DRE PIURA,PIURA
1901010001,128316,HUANCAPUCRO,190101,PASCO,PASCO,CHAUPIMARCA,DRE PASCO,PASCO
1901010001,128316,AYAPOTO,190101,PASCO,PASCO,CHAUPIMARCA,DRE PASCO,PASCO
1901010001,128316,SAN ANDRES DE PARAGANA,190109,PASCO,PASCO,SIMON BOLIVAR,DRE PASCO,PASCO
,556087,SANTIAGO DE SURCO,150140,LIMA,LIMA,SANTIAGO DE SURCO,DRE LIMA METROPOLITANA,LIMA METROPOLITANA
,537375,SAN ANTONIO,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,DRE LORETO,LORETO
,555368,MICAELA BASTIDAS,120801,JUNIN,YAULI,LA OROYA,DRE JUNIN,JUNIN
1208030074,120797,SAN JOSE DE ANDAYCHAGUA,120809,JUNIN,YAULI,SUITUCANCHA,DRE JUNIN,JUNIN
,625675,AUSTRIA DUVAZ,120805,JUNIN,YAULI,MOROCOCHA,DRE JUNIN,JUNIN
1208080023,568819,ALTO MARCAVALLE,120808,JUNIN,YAULI,SANTA ROSA DE SACCO,DRE JUNIN,JUNIN
1208050001,682310,MOROCOCHA NUEVA,120802,JUNIN,YAULI,CHACAPALPA,DRE JUNIN,JUNIN
1208050001,682310,MOROCOCHA NUEVA,120805,JUNIN,YAULI,MOROCOCHA,DRE JUNIN,JUNIN
1208050001,682310,MOROCOCHA NUEVA,120807,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,DRE JUNIN,JUNIN
2002010140,540102,EL CEDRO ALTO,200201,PIURA,AYABACA,AYABACA,DRE PIURA,PIURA
,574126,LA ESPERANZA,200201,PIURA,AYABACA,AYABACA,DRE PIURA,PIURA
,563557,MIGUEL BRAVO QUISPE,190101,PASCO,PASCO,CHAUPIMARCA,DRE PASCO,PASCO
1901090001,128882,PP.JJ JOSE CARLOS MARIATEGUI,190109,PASCO,PASCO,SIMON BOLIVAR,DRE PASCO,PASCO
1901010006,212803,COMUNIDAD DE YANAMATE,190101,PASCO,PASCO,CHAUPIMARCA,DRE PASCO,PASCO
1901010001,128316,PUCHUPUQUIO,190101,PASCO,PASCO,CHAUPIMARCA,DRE PASCO,PASCO
2002070022,548993,LOS CORRALES,200207,PIURA,AYABACA,PAIMAS,DRE PIURA,PIURA
2002070026,533932,BUENOS AIRES,200207,PIURA,AYABACA,PAIMAS,DRE PIURA,PIURA
2002040013,224536,CHAPIPAMPA,200204,PIURA,AYABACA,LAGUNAS,DRE PIURA,PIURA
1901130035,626483,SAN JUAN DE JARAPAMPA,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
1901100035,551262,HUAMANMARCA,190110,PASCO,PASCO,TICLACAYAN,DRE PASCO,PASCO
1901100017,526912,CUCALPUQUION,190110,PASCO,PASCO,TICLACAYAN,DRE PASCO,PASCO
,655375,APV DANIEL ALCIDES CARRION,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
,651796,TECHO PROPIO,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
,562566,VISTA ALEGRE,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
302160020,236182,SACCSAMARCA,30216,APURIMAC,ANDAHUAYLAS,TALAVERA,DRE APURIMAC,APURIMAC
302150012,523290,BALTAZAR PATA,30215,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,DRE APURIMAC,APURIMAC
905060013,241763,CHUPAS,90506,HUANCAVELICA,CHURCAMPA,LOCROJA,DRE HUANCAVELICA,HUANCAVELICA
905040007,528872,ANCCOSPATA,90504,HUANCAVELICA,CHURCAMPA,EL CARMEN,DRE HUANCAVELICA,HUANCAVELICA
2002100032,528708,CUCUYAS,200210,PIURA,AYABACA,SUYO,DRE PIURA,PIURA
2002100063,110416,EL FRAILE,200210,PIURA,AYABACA,SUYO,DRE PIURA,PIURA
,564699,BUENOS AIRES,240102,TUMBES,TUMBES,CORRALES,DRE TUMBES,TUMBES
,NA,CABEZA DE VACA SUR,240102,TUMBES,TUMBES,CORRALES,DRE TUMBES,TUMBES
,537776,CABEZA VACA NORTE,240102,TUMBES,TUMBES,CORRALES,DRE TUMBES,TUMBES
,131518,SAN JUAN,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
1901130001,119366,27 DE NOVIEMBRE,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
1901130001,119366,MIGUEL BRAVO QUISPE,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
1901100044,237073,COMUNIDAD DE YACUCANCHA,190113,PASCO,PASCO,YANACANCHA,DRE PASCO,PASCO
2002030021,523716,BELLAVISTA ALTO,200203,PIURA,AYABACA,JILILI,DRE PIURA,PIURA
2402030001,118343,BARRIO SEÑOR DE LOS MILAGROS,240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,DRE TUMBES,TUMBES
2402030001,118343,BARRIO SANTA ROSA,240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,DRE TUMBES,TUMBES
,652519,NUEVO CANCAS,240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,DRE TUMBES,TUMBES
2402030001,118343,BARRIO SAN SEBASTIAN,240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,DRE TUMBES,TUMBES
2402030001,118343,BARRIO CHAMBA URIARTE,240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,DRE TUMBES,TUMBES
2402030001,118343,BARRIO LOS DELFINES,240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,DRE TUMBES,TUMBES
2402030001,118343,BARRIO MIRAMAR,240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,DRE TUMBES,TUMBES
2402030001,118343,BARRIO NICARAGUA,240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,DRE TUMBES,TUMBES
,546785,YANACOCHA BAJA,190103,PASCO,PASCO,HUARIACA,DRE PASCO,PASCO
,683840,YANACOCHA ALTA,190103,PASCO,PASCO,HUARIACA,DRE PASCO,PASCO
,538963,3 DE OCTUBRE,190103,PASCO,PASCO,HUARIACA,DRE PASCO,PASCO
,653968,HUANAG,190103,PASCO,PASCO,HUARIACA,DRE PASCO,PASCO
1901060001,125111,NUEVO ORIENTE,190106,PASCO,PASCO,PALLANCHACRA,DRE PASCO,PASCO
2402020019,120380,LA CHOSA,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,DRE TUMBES,TUMBES
,NA,ATAPALLPAN,190107,PASCO,PASCO,PAUCARTAMBO,DRE PASCO,PASCO
1901110023,117325,JULIAN HUAMALI YAULI,190111,PASCO,PASCO,TINYAHUARCO,DRE PASCO,PASCO
1901120001,111731,BARRIO TUPAC AMARU,190112,PASCO,PASCO,VICCO,DRE PASCO,PASCO
1901110005,620492,LA VICTORIA,190111,PASCO,PASCO,TINYAHUARCO,DRE PASCO,PASCO
,561483,POZO ELEVADO SUR,240301,TUMBES,ZARUMILLA,ZARUMILLA,DRE TUMBES,TUMBES
2403010001,122029,EDMUNDO ROMERO,240301,TUMBES,ZARUMILLA,ZARUMILLA,DRE TUMBES,TUMBES
,556117,SECTOR CAMPO UNION,240301,TUMBES,ZARUMILLA,ZARUMILLA,DRE TUMBES,TUMBES
,561483,POZO ELEVADO,240301,TUMBES,ZARUMILLA,ZARUMILLA,DRE TUMBES,TUMBES
,651165,NUEVO AGUAS VERDES,240302,TUMBES,ZARUMILLA,AGUAS VERDES,DRE TUMBES,TUMBES
2403010003,652522,VILLA PRIMAVERA IV ETAPA,240302,TUMBES,ZARUMILLA,AGUAS VERDES,DRE TUMBES,TUMBES
2403020001,110659,ALBERTO FUJIMORI,240302,TUMBES,ZARUMILLA,AGUAS VERDES,DRE TUMBES,TUMBES
2403020004,542509,LOMAS SAAVEDRA,240302,TUMBES,ZARUMILLA,AGUAS VERDES,DRE TUMBES,TUMBES
1201220014,227827,MUCHAC,120206,JUNIN,CONCEPCION,COMAS,DRE JUNIN,JUNIN
1209070004,219041,PACCHA,120907,JUNIN,CHUPACA,SAN JUAN DE JARPA,DRE JUNIN,JUNIN
1209020025,130383,NINANYA,120902,JUNIN,CHUPACA,AHUAC,DRE JUNIN,JUNIN
1209010001,120739,SAN JUAN,120901,JUNIN,CHUPACA,CHUPACA,DRE JUNIN,JUNIN
,NA,COLPAS,120904,JUNIN,CHUPACA,HUACHAC,DRE JUNIN,JUNIN
,116146,HUAYNA CAPAC,120903,JUNIN,CHUPACA,CHONGOS BAJO,DRE JUNIN,JUNIN
2403030003,616406,LEANDRO CAMPO,240303,TUMBES,ZARUMILLA,MATAPALO,DRE TUMBES,TUMBES
1901110001,239369,JULIAN HUAMALI YAULI,190111,PASCO,PASCO,TINYAHUARCO,DRE PASCO,PASCO
1202100014,118187,HUALIANTA,120210,JUNIN,CONCEPCION,MATAHUASI,DRE JUNIN,JUNIN
1202100001,115712,AGROPECUARIO,120210,JUNIN,CONCEPCION,MATAHUASI,DRE JUNIN,JUNIN
1202070001,124769,SAN ANTONIO,120207,JUNIN,CONCEPCION,HEROINAS TOLEDO,DRE JUNIN,JUNIN
